name,telescope,exptime,jd,date,filename,note
DARK-0006_60,B&C,60.0,2459469.20569676,2021-09-11T16:56:12.20,/home/phys/astro8/MJArchive/octans/20210911/DARK-0006_60.fit,
DARK-0006_0p001,B&C,0.001,2459469.206436111,2021-09-11T16:57:16.08,/home/phys/astro8/MJArchive/octans/20210911/DARK-0006_0p001.fit,
DARK-0003-300,B&C,300.0,2459398.74522662,2021-07-03T05:53:07.58,/home/phys/astro8/MJArchive/octans/20210703/DARK-0003-300.fit,
DARK-001310s,B&C,10.0,2459688.269053472,2022-04-18T18:27:26.22,/home/phys/astro8/MJArchive/octans/20220418/DARK-001310s.fit,
c2022-f1-0002_dark_300,B&C,300.0,2459697.688599421,2022-04-28T04:31:34.99,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0002_dark_300.fit,
c2022-f1-0005_dark_60,B&C,60.0,2459697.7056052084,2022-04-28T04:56:04.29,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0005_dark_60.fit,
DARK-0006_300,B&C,300.0,2459469.1989560183,2021-09-11T16:46:29.80,/home/phys/astro8/MJArchive/octans/20210911/DARK-0006_300.fit,
DARK-0005_120,B&C,120.0,2459469.1963033564,2021-09-11T16:42:40.61,/home/phys/astro8/MJArchive/octans/20210911/DARK-0005_120.fit,
DARK-0003-15,B&C,15.0,2459398.749645949,2021-07-03T05:59:29.41,/home/phys/astro8/MJArchive/octans/20210703/DARK-0003-15.fit,
DARK-0005_150,B&C,150.0,2459469.194522338,2021-09-11T16:40:06.73,/home/phys/astro8/MJArchive/octans/20210911/DARK-0005_150.fit,
calib-0005_dark_60,B&C,60.0,2459696.721113426,2022-04-27T05:18:24.20,/home/phys/astro8/MJArchive/octans/20220427/calib-0005_dark_60.fit,
calib-0003_dark_300,B&C,300.0,2459696.7085990743,2022-04-27T05:00:22.96,/home/phys/astro8/MJArchive/octans/20220427/calib-0003_dark_300.fit,
calib-0009_dark_6,B&C,6.0,2459698.267305787,2022-04-28T18:24:55.22,/home/phys/astro8/MJArchive/octans/20220428/calib-0009_dark_6.fit,
calib-0001_dark_6,B&C,6.0,2459698.2655572915,2022-04-28T18:22:24.15,/home/phys/astro8/MJArchive/octans/20220428/calib-0001_dark_6.fit,
calib-0007_dark_6,B&C,6.0,2459698.2668688656,2022-04-28T18:24:17.47,/home/phys/astro8/MJArchive/octans/20220428/calib-0007_dark_6.fit,
DARK-0001_60,B&C,60.0,2459469.165932292,2021-09-11T15:58:56.55,/home/phys/astro8/MJArchive/octans/20210911/DARK-0001_60.fit,
DARK-0001-300,B&C,300.0,2459398.328910069,2021-07-02T19:53:37.83,/home/phys/astro8/MJArchive/octans/20210702/DARK-0001-300.fit,
c2022-f1-0005_dark_300,B&C,300.0,2459697.702087384,2022-04-28T04:51:00.35,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0005_dark_300.fit,
DARK-0002_120,B&C,120.0,2459469.172451389,2021-09-11T16:08:19.80,/home/phys/astro8/MJArchive/octans/20210911/DARK-0002_120.fit,
DARK-0007_150,B&C,150.0,2459469.2104349537,2021-09-11T17:03:01.58,/home/phys/astro8/MJArchive/octans/20210911/DARK-0007_150.fit,
DARK-001010s,B&C,10.0,2459688.267933102,2022-04-18T18:25:49.42,/home/phys/astro8/MJArchive/octans/20220418/DARK-001010s.fit,
DARK-0003_150,B&C,150.0,2459469.178621065,2021-09-11T16:17:12.86,/home/phys/astro8/MJArchive/octans/20210911/DARK-0003_150.fit,
DARK-001110s,B&C,10.0,2459688.2683063657,2022-04-18T18:26:21.67,/home/phys/astro8/MJArchive/octans/20220418/DARK-001110s.fit,
DARK-0007_300,B&C,300.0,2459469.206917824,2021-09-11T16:57:57.70,/home/phys/astro8/MJArchive/octans/20210911/DARK-0007_300.fit,
DARK-0008_150,B&C,150.0,2459469.218406597,2021-09-11T17:14:30.33,/home/phys/astro8/MJArchive/octans/20210911/DARK-0008_150.fit,
DARK--0001400,B&C,400.0,2459397.1375594907,2021-07-01T15:18:05.14,/home/phys/astro8/MJArchive/octans/20210701/DARK--0001400.fit,
DARK-0002_150,B&C,150.0,2459469.170670486,2021-09-11T16:05:45.93,/home/phys/astro8/MJArchive/octans/20210911/DARK-0002_150.fit,
DARK-0001_300,B&C,300.0,2459469.1592019675,2021-09-11T15:49:15.05,/home/phys/astro8/MJArchive/octans/20210911/DARK-0001_300.fit,
DARK-0007_30,B&C,30.0,2459469.2144925925,2021-09-11T17:08:52.16,/home/phys/astro8/MJArchive/octans/20210911/DARK-0007_30.fit,
DARK-00115s,B&C,5.0,2459688.2682042825,2022-04-18T18:26:12.85,/home/phys/astro8/MJArchive/octans/20220418/DARK-00115s.fit,
DARK-000610s,B&C,10.0,2459688.266438541,2022-04-18T18:23:40.29,/home/phys/astro8/MJArchive/octans/20220418/DARK-000610s.fit,
DARK-00012s,B&C,2.0,2459688.2647313657,2022-04-18T18:21:12.79,/home/phys/astro8/MJArchive/octans/20220418/DARK-00012s.fit,
DARK-000110s,B&C,10.0,2459688.264571528,2022-04-18T18:20:58.98,/home/phys/astro8/MJArchive/octans/20220418/DARK-000110s.fit,
DARK-00075s,B&C,5.0,2459688.2667105324,2022-04-18T18:24:03.79,/home/phys/astro8/MJArchive/octans/20220418/DARK-00075s.fit,
DARK-0005-5,B&C,5.0,2459398.75879456,2021-07-03T06:12:39.85,/home/phys/astro8/MJArchive/octans/20210703/DARK-0005-5.fit,
c2022-f1-0009_dark_60,B&C,60.0,2459697.723619329,2022-04-28T05:22:00.71,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0009_dark_60.fit,
DARK-00080s,B&C,0.0,2459688.267412963,2022-04-18T18:25:04.48,/home/phys/astro8/MJArchive/octans/20220418/DARK-00080s.fit,
DARK-0007_60,B&C,60.0,2459469.2136530094,2021-09-11T17:07:39.62,/home/phys/astro8/MJArchive/octans/20210911/DARK-0007_60.fit,
DARK-0007-60,B&C,60.0,2459399.749849074,2021-07-04T05:59:46.96,/home/phys/astro8/MJArchive/octans/20210704/DARK-0007-60.fit,
calib-0004_dark_6,B&C,6.0,2459698.266212732,2022-04-28T18:23:20.78,/home/phys/astro8/MJArchive/octans/20220428/calib-0004_dark_6.fit,
DARK-0001_150,B&C,150.0,2459469.162718287,2021-09-11T15:54:18.86,/home/phys/astro8/MJArchive/octans/20210911/DARK-0001_150.fit,
c2022-f1-0004_dark_60,B&C,60.0,2459697.7011238425,2022-04-28T04:49:37.10,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0004_dark_60.fit,
c2022-f1-0006_dark_300,B&C,300.0,2459697.7066135416,2022-04-28T04:57:31.41,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0006_dark_300.fit,
DARK-000210s,B&C,10.0,2459688.264944792,2022-04-18T18:21:31.23,/home/phys/astro8/MJArchive/octans/20220418/DARK-000210s.fit,
DARK-000510s,B&C,10.0,2459688.2660652776,2022-04-18T18:23:08.04,/home/phys/astro8/MJArchive/octans/20220418/DARK-000510s.fit,
DARK-0006_150,B&C,150.0,2459469.2024762733,2021-09-11T16:51:33.95,/home/phys/astro8/MJArchive/octans/20210911/DARK-0006_150.fit,
DARK-0006-5,B&C,5.0,2459399.744841088,2021-07-04T05:52:34.27,/home/phys/astro8/MJArchive/octans/20210704/DARK-0006-5.fit,
DARK-0004_150,B&C,150.0,2459469.186571759,2021-09-11T16:28:39.80,/home/phys/astro8/MJArchive/octans/20210911/DARK-0004_150.fit,
c2022-f1-0009_dark_300,B&C,300.0,2459697.720102315,2022-04-28T05:16:56.84,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0009_dark_300.fit,
calib-0006_dark_60,B&C,60.0,2459696.7256346066,2022-04-27T05:24:54.83,/home/phys/astro8/MJArchive/octans/20220427/calib-0006_dark_60.fit,
DARK-000310s,B&C,10.0,2459688.26531875,2022-04-18T18:22:03.54,/home/phys/astro8/MJArchive/octans/20220418/DARK-000310s.fit,
DARK-0001-BIAS,B&C,0.0,2459398.332427199,2021-07-02T19:58:41.71,/home/phys/astro8/MJArchive/octans/20210702/DARK-0001-BIAS.fit,
DARK-000410s,B&C,10.0,2459688.265692014,2022-04-18T18:22:35.79,/home/phys/astro8/MJArchive/octans/20220418/DARK-000410s.fit,
DARK-00112s,B&C,2.0,2459688.2684662035,2022-04-18T18:26:35.48,/home/phys/astro8/MJArchive/octans/20220418/DARK-00112s.fit,
DARK-0003-60,B&C,60.0,2459398.748728588,2021-07-03T05:58:10.15,/home/phys/astro8/MJArchive/octans/20210703/DARK-0003-60.fit,
DARK-0005-60,B&C,60.0,2459398.7579511576,2021-07-03T06:11:26.98,/home/phys/astro8/MJArchive/octans/20210703/DARK-0005-60.fit,
DARK-0008_0p02,B&C,0.02,2459469.2224126155,2021-09-11T17:20:16.45,/home/phys/astro8/MJArchive/octans/20210911/DARK-0008_0p02.fit,
DARK-00062s,B&C,2.0,2459688.26659838,2022-04-18T18:23:54.10,/home/phys/astro8/MJArchive/octans/20220418/DARK-00062s.fit,
DARK-0003_60,B&C,60.0,2459469.181834259,2021-09-11T16:21:50.48,/home/phys/astro8/MJArchive/octans/20210911/DARK-0003_60.fit,
DARK-00072s,B&C,2.0,2459688.266972454,2022-04-18T18:24:26.42,/home/phys/astro8/MJArchive/octans/20220418/DARK-00072s.fit,
c2022-f1-0003_dark_300,B&C,300.0,2459697.693079977,2022-04-28T04:38:02.11,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0003_dark_300.fit,
c2022-f1-0008_dark_300,B&C,300.0,2459697.715620949,2022-04-28T05:10:29.65,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0008_dark_300.fit,
DARK-00020s,B&C,0.0,2459688.265171875,2022-04-18T18:21:50.85,/home/phys/astro8/MJArchive/octans/20220418/DARK-00020s.fit,
DARK-00092s,B&C,2.0,2459688.267718865,2022-04-18T18:25:30.91,/home/phys/astro8/MJArchive/octans/20220418/DARK-00092s.fit,
DARK-00102s,B&C,2.0,2459688.268092824,2022-04-18T18:26:03.22,/home/phys/astro8/MJArchive/octans/20220418/DARK-00102s.fit,
c2022-f1-0007_dark_300,B&C,300.0,2459697.7110947915,2022-04-28T05:03:58.59,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0007_dark_300.fit,
calib-0007_dark_60,B&C,60.0,2459696.730110764,2022-04-27T05:31:21.57,/home/phys/astro8/MJArchive/octans/20220427/calib-0007_dark_60.fit,
c2022-f1-0001_dark_60,B&C,60.0,2459697.687635301,2022-04-28T04:30:11.69,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0001_dark_60.fit,
DARK-0003-BIAS,B&C,0.0,2459398.748711227,2021-07-03T05:58:08.65,/home/phys/astro8/MJArchive/octans/20210703/DARK-0003-BIAS.fit,
DARK-0004-15,B&C,15.0,2459398.754257523,2021-07-03T06:06:07.85,/home/phys/astro8/MJArchive/octans/20210703/DARK-0004-15.fit,
calib-0010_dark_300,B&C,300.0,2459696.740067477,2022-04-27T05:45:41.83,/home/phys/astro8/MJArchive/octans/20220427/calib-0010_dark_300.fit,
calib-0005_dark_5,B&C,5.0,2459698.2665468752,2022-04-28T18:23:49.65,/home/phys/astro8/MJArchive/octans/20220428/calib-0005_dark_5.fit,
calib-0002_dark_5,B&C,5.0,2459698.2658908563,2022-04-28T18:22:52.97,/home/phys/astro8/MJArchive/octans/20220428/calib-0002_dark_5.fit,
DARK-00150s,B&C,0.0,2459688.270027199,2022-04-18T18:28:50.35,/home/phys/astro8/MJArchive/octans/20220418/DARK-00150s.fit,
c2022-f1-0008_dark_60,B&C,60.0,2459697.719138079,2022-04-28T05:15:33.53,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0008_dark_60.fit,
DARK-0005-BIAS,B&C,0.0,2459398.75793588,2021-07-03T06:11:25.66,/home/phys/astro8/MJArchive/octans/20210703/DARK-0005-BIAS.fit,
DARK-0002_0p001,B&C,0.001,2459469.174623611,2021-09-11T16:11:27.48,/home/phys/astro8/MJArchive/octans/20210911/DARK-0002_0p001.fit,
c2022-f1-0010_dark_300,B&C,300.0,2459697.724582986,2022-04-28T05:23:23.97,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0010_dark_300.fit,
DARK-0010_0p02,B&C,0.02,2459469.238315509,2021-09-11T17:43:10.46,/home/phys/astro8/MJArchive/octans/20210911/DARK-0010_0p02.fit,
DARK-00152s,B&C,2.0,2459688.2699599536,2022-04-18T18:28:44.54,/home/phys/astro8/MJArchive/octans/20220418/DARK-00152s.fit,
DARK-00032s,B&C,2.0,2459688.265478588,2022-04-18T18:22:17.35,/home/phys/astro8/MJArchive/octans/20220418/DARK-00032s.fit,
DARK-0001_120,B&C,120.0,2459469.1644984954,2021-09-11T15:56:52.67,/home/phys/astro8/MJArchive/octans/20210911/DARK-0001_120.fit,
calib-0004_dark_300,B&C,300.0,2459696.7131193285,2022-04-27T05:06:53.51,/home/phys/astro8/MJArchive/octans/20220427/calib-0004_dark_300.fit,
calib-0007_dark_300,B&C,300.0,2459696.72659375,2022-04-27T05:26:17.70,/home/phys/astro8/MJArchive/octans/20220427/calib-0007_dark_300.fit,
DARK-00120s,B&C,0.0,2459688.268906713,2022-04-18T18:27:13.54,/home/phys/astro8/MJArchive/octans/20220418/DARK-00120s.fit,
DARK-0003_120,B&C,120.0,2459469.180401389,2021-09-11T16:19:46.68,/home/phys/astro8/MJArchive/octans/20210911/DARK-0003_120.fit,
DARK-0004_30,B&C,30.0,2459469.190614699,2021-09-11T16:34:29.11,/home/phys/astro8/MJArchive/octans/20210911/DARK-0004_30.fit,
DARK-0008-5,B&C,5.0,2459399.7540649306,2021-07-04T06:05:51.21,/home/phys/astro8/MJArchive/octans/20210704/DARK-0008-5.fit,
calib-0004_dark_5,B&C,5.0,2459698.266327662,2022-04-28T18:23:30.71,/home/phys/astro8/MJArchive/octans/20220428/calib-0004_dark_5.fit,
DARK-00090s,B&C,0.0,2459688.2677862267,2022-04-18T18:25:36.73,/home/phys/astro8/MJArchive/octans/20220418/DARK-00090s.fit,
DARK-00100s,B&C,0.0,2459688.2681601853,2022-04-18T18:26:09.04,/home/phys/astro8/MJArchive/octans/20220418/DARK-00100s.fit,
DARK-0001_30,B&C,30.0,2459469.166761227,2021-09-11T16:00:08.17,/home/phys/astro8/MJArchive/octans/20210911/DARK-0001_30.fit,
DARK-0008-60,B&C,60.0,2459399.7544613425,2021-07-04T06:06:25.46,/home/phys/astro8/MJArchive/octans/20210704/DARK-0008-60.fit,
DARK-0004-300,B&C,300.0,2459398.7498355326,2021-07-03T05:59:45.79,/home/phys/astro8/MJArchive/octans/20210703/DARK-0004-300.fit,
c2022-f1-0006_dark_60,B&C,60.0,2459697.710131597,2022-04-28T05:02:35.37,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0006_dark_60.fit,
calib-0007_dark_5,B&C,5.0,2459698.2669837964,2022-04-28T18:24:27.40,/home/phys/astro8/MJArchive/octans/20220428/calib-0007_dark_5.fit,
DARK-0007-300,B&C,300.0,2459399.7505601854,2021-07-04T06:00:48.40,/home/phys/astro8/MJArchive/octans/20210704/DARK-0007-300.fit,
DARK-00045s,B&C,5.0,2459688.265590046,2022-04-18T18:22:26.98,/home/phys/astro8/MJArchive/octans/20220418/DARK-00045s.fit,
DARK-0006_0p02,B&C,0.02,2459469.2064810186,2021-09-11T16:57:19.96,/home/phys/astro8/MJArchive/octans/20210911/DARK-0006_0p02.fit,
DARK-0004-BIAS,B&C,0.0,2459398.7533229166,2021-07-03T06:04:47.10,/home/phys/astro8/MJArchive/octans/20210703/DARK-0004-BIAS.fit,
calib-0010_dark_60,B&C,60.0,2459696.743585185,2022-04-27T05:50:45.76,/home/phys/astro8/MJArchive/octans/20220427/calib-0010_dark_60.fit,
DARK-00155s,B&C,5.0,2459688.269698032,2022-04-18T18:28:21.91,/home/phys/astro8/MJArchive/octans/20220418/DARK-00155s.fit,
DARK-0005_30,B&C,30.0,2459469.198564699,2021-09-11T16:45:55.99,/home/phys/astro8/MJArchive/octans/20210911/DARK-0005_30.fit,
calib-0005_dark_300,B&C,300.0,2459696.717596412,2022-04-27T05:13:20.33,/home/phys/astro8/MJArchive/octans/20220427/calib-0005_dark_300.fit,
DARK-0007-5,B&C,5.0,2459399.7494533565,2021-07-04T05:59:12.77,/home/phys/astro8/MJArchive/octans/20210704/DARK-0007-5.fit,
DARK-000710s,B&C,10.0,2459688.2668125,2022-04-18T18:24:12.60,/home/phys/astro8/MJArchive/octans/20220418/DARK-000710s.fit,
DARK-001510s,B&C,10.0,2459688.2698,2022-04-18T18:28:30.72,/home/phys/astro8/MJArchive/octans/20220418/DARK-001510s.fit,
DARK-0008-10,B&C,10.0,2459399.754139584,2021-07-04T06:05:57.66,/home/phys/astro8/MJArchive/octans/20210704/DARK-0008-10.fit,
20210701-0002DARK,B&C,60.0,2459396.730181597,2021-07-01T05:31:27.69,/home/phys/astro8/MJArchive/octans/20210701/20210701-0002DARK.fit,
calib-0008_dark_60,B&C,60.0,2459696.734631134,2022-04-27T05:37:52.13,/home/phys/astro8/MJArchive/octans/20220427/calib-0008_dark_60.fit,
DARK-0006-300,B&C,300.0,2459399.7459479165,2021-07-04T05:54:09.90,/home/phys/astro8/MJArchive/octans/20210704/DARK-0006-300.fit,
c2022-f1-0001_dark_300,B&C,300.0,2459697.6840719907,2022-04-28T04:25:03.82,/home/phys/astro8/MJArchive/octans/20220428/c2022-f1-0001_dark_300.fit,
calib-0006_dark_6,B&C,6.0,2459698.266650347,2022-04-28T18:23:58.59,/home/phys/astro8/MJArchive/octans/20220428/calib-0006_dark_6.fit,
DARK-0007_0p02,B&C,0.02,2459469.214447685,2021-09-11T17:08:48.28,/home/phys/astro8/MJArchive/octans/20210911/DARK-0007_0p02.fit,
DARK-00055s,B&C,5.0,2459688.2659633104,2022-04-18T18:22:59.23,/home/phys/astro8/MJArchive/octans/20220418/DARK-00055s.fit,
DARK-0008-15,B&C,15.0,2459399.7542712963,2021-07-04T06:06:09.04,/home/phys/astro8/MJArchive/octans/20210704/DARK-0008-15.fit,
calib-0010_dark_6,B&C,6.0,2459698.26752419,2022-04-28T18:25:14.09,/home/phys/astro8/MJArchive/octans/20220428/calib-0010_dark_6.fit,
DARK-00082s,B&C,2.0,2459688.2673456017,2022-04-18T18:24:58.66,/home/phys/astro8/MJArchive/octans/20220418/DARK-00082s.fit,
DARK-0004-60,B&C,60.0,2459398.753340278,2021-07-03T06:04:48.60,/home/phys/astro8/MJArchive/octans/20210703/DARK-0004-60.fit,
DARK-0010_120,B&C,120.0,2459469.23609838,2021-09-11T17:39:58.90,/home/phys/astro8/MJArchive/octans/20210911/DARK-0010_120.fit,
DARK-00042s,B&C,2.0,2459688.265851852,2022-04-18T18:22:49.60,/home/phys/astro8/MJArchive/octans/20220418/DARK-00042s.fit,
DARK-0007_0p001,B&C,0.001,2459469.2143984954,2021-09-11T17:08:44.03,/home/phys/astro8/MJArchive/octans/20210911/DARK-0007_0p001.fit,
calib-0009_dark_300,B&C,300.0,2459696.735591204,2022-04-27T05:39:15.08,/home/phys/astro8/MJArchive/octans/20220427/calib-0009_dark_300.fit,
DARK-00035s,B&C,5.0,2459688.265216782,2022-04-18T18:21:54.73,/home/phys/astro8/MJArchive/octans/20220418/DARK-00035s.fit,
Darks-00025s,B&C,5.0,2459917.914743287,2022-12-04T09:57:13.82,/home/phys/astro8/MJArchive/octans/2022123/Darks-00025s.fit,
Darks-000120s,B&C,20.0,2459917.910087732,2022-12-04T09:50:31.58,/home/phys/astro8/MJArchive/octans/2022123/Darks-000120s.fit,
Darks-000310s,B&C,10.0,2459917.9149219906,2022-12-04T09:57:29.26,/home/phys/astro8/MJArchive/octans/2022123/Darks-000310s.fit,
Darks-000210s,B&C,10.0,2459917.912296991,2022-12-04T09:53:42.46,/home/phys/astro8/MJArchive/octans/2022123/Darks-000210s.fit,
Darks-000220s,B&C,20.0,2459917.912533449,2022-12-04T09:54:02.89,/home/phys/astro8/MJArchive/octans/2022123/Darks-000220s.fit,
Darks-0003150s,B&C,150.0,2459917.915510764,2022-12-04T09:58:20.13,/home/phys/astro8/MJArchive/octans/2022123/Darks-0003150s.fit,
Darks-0001150s,B&C,150.0,2459917.9104400463,2022-12-04T09:51:02.02,/home/phys/astro8/MJArchive/octans/2022123/Darks-0001150s.fit,
Darks-0002150s,B&C,150.0,2459917.9128864584,2022-12-04T09:54:33.39,/home/phys/astro8/MJArchive/octans/2022123/Darks-0002150s.fit,
Darks-000320s,B&C,20.0,2459917.915158449,2022-12-04T09:57:49.69,/home/phys/astro8/MJArchive/octans/2022123/Darks-000320s.fit,
Darks-000110s,B&C,10.0,2459917.9098511576,2022-12-04T09:50:11.14,/home/phys/astro8/MJArchive/octans/2022123/Darks-000110s.fit,
Darks-00015s,B&C,5.0,2459917.9096689816,2022-12-04T09:49:55.40,/home/phys/astro8/MJArchive/octans/2022123/Darks-00015s.fit,
EPS_Dark-0002_60,B&C,60.0,2460053.953596759,2023-04-19T10:53:10.76,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0002_60.fit,
EPS_Dark-0001_60,B&C,60.0,2460053.913319213,2023-04-19T09:55:10.78,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0001_60.fit,
EPS_Dark-0004_120,B&C,120.0,2460053.958719676,2023-04-19T11:00:33.38,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0004_120.fit,
EPS_Dark-0002_120,B&C,120.0,2460053.954412037,2023-04-19T10:54:21.20,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0002_120.fit,
EPS_Dark-0004_10,B&C,10.0,2460053.960229398,2023-04-19T11:02:43.82,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0004_10.fit,
EPS_Dark-0003_120,B&C,120.0,2460053.956158217,2023-04-19T10:56:52.07,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0003_120.fit,
EPS_Dark-0001_300,B&C,300.0,2460053.9141350696,2023-04-19T09:56:21.27,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0001_300.fit,
EPS_Dark-0003_60,B&C,60.0,2460053.957904398,2023-04-19T10:59:22.94,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0003_60.fit,
EPS_Dark-0003_10,B&C,10.0,2460053.957667824,2023-04-19T10:59:02.50,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0003_10.fit,
EPS_Dark-0002_10,B&C,10.0,2460053.95592176,2023-04-19T10:56:31.64,/home/phys/astro8/MJArchive/octans/20230418/EPS_Dark-0002_10.fit,
dark-0004_5,B&C,5.0,2460136.984461227,2023-07-11T11:37:37.45,/home/phys/astro8/MJArchive/octans/20230711/dark-0004_5.fit,
Darks-0002_300,B&C,300.0,2460191.793451505,2023-09-04T07:02:34.21,/home/phys/astro8/MJArchive/octans/20230904/Darks-0002_300.fit,
dark-0006_5,B&C,5.0,2460136.9860693286,2023-07-11T11:39:56.39,/home/phys/astro8/MJArchive/octans/20230711/dark-0006_5.fit,
Darks-0003_20,B&C,20.0,2460191.804120602,2023-09-04T07:17:56.02,/home/phys/astro8/MJArchive/octans/20230904/Darks-0003_20.fit,
Darks-0001_2,B&C,2.0,2460191.7931650463,2023-09-04T07:02:09.46,/home/phys/astro8/MJArchive/octans/20230904/Darks-0001_2.fit,
dark-0001_4,B&C,4.0,2460136.879112732,2023-07-11T09:05:55.34,/home/phys/astro8/MJArchive/octans/20230711/dark-0001_4.fit,
Darks-0002_5,B&C,5.0,2460191.798403125,2023-09-04T07:09:42.03,/home/phys/astro8/MJArchive/octans/20230904/Darks-0002_5.fit,
Darks-0004_2,B&C,2.0,2460191.810012616,2023-09-04T07:26:25.09,/home/phys/astro8/MJArchive/octans/20230904/Darks-0004_2.fit,
dark-0001_17,B&C,17.0,2460136.8777519674,2023-07-11T09:03:57.77,/home/phys/astro8/MJArchive/octans/20230711/dark-0001_17.fit,
dark-0002_300,B&C,300.0,2460191.183210764,2023-09-03T16:23:49.41,/home/phys/astro8/MJArchive/octans/20230903/dark-0002_300.fit,
dark-0003_300,B&C,300.0,2460191.1881600693,2023-09-03T16:30:57.03,/home/phys/astro8/MJArchive/octans/20230903/dark-0003_300.fit,
dark-0003_7,B&C,7.0,2460136.8837900464,2023-07-11T09:12:39.46,/home/phys/astro8/MJArchive/octans/20230711/dark-0003_7.fit,
dark-0002_5,B&C,5.0,2460136.881410185,2023-07-11T09:09:13.84,/home/phys/astro8/MJArchive/octans/20230711/dark-0002_5.fit,
dark-0003_17,B&C,17.0,2460136.8829177083,2023-07-11T09:11:24.09,/home/phys/astro8/MJArchive/octans/20230711/dark-0003_17.fit,
Darks-0005_15,B&C,15.0,2460191.810080556,2023-09-04T07:26:30.96,/home/phys/astro8/MJArchive/octans/20230904/Darks-0005_15.fit,
Darks-0001_300,B&C,300.0,2460191.787835995,2023-09-04T06:54:29.03,/home/phys/astro8/MJArchive/octans/20230904/Darks-0001_300.fit,
dark-0002_15,B&C,15.0,2460136.880653472,2023-07-11T09:08:08.46,/home/phys/astro8/MJArchive/octans/20230711/dark-0002_15.fit,
dark-0002_10,B&C,10.0,2460136.882275347,2023-07-11T09:10:28.59,/home/phys/astro8/MJArchive/octans/20230711/dark-0002_10.fit,
dark-0001_2,B&C,2.0,2460123.040195486,2023-06-27T12:57:52.89,/home/phys/astro8/MJArchive/octans/20230627/dark-0001_2.fit,
Darks-0003_2,B&C,2.0,2460191.8043969907,2023-09-04T07:18:19.90,/home/phys/astro8/MJArchive/octans/20230904/Darks-0003_2.fit,
dark-0002_2,B&C,2.0,2460123.047646528,2023-06-27T13:08:36.66,/home/phys/astro8/MJArchive/octans/20230627/dark-0002_2.fit,
dark-0002_300,B&C,300.0,2460123.0440532407,2023-06-27T13:03:26.20,/home/phys/astro8/MJArchive/octans/20230627/dark-0002_300.fit,
Darks-0005_120,B&C,120.0,2460191.8138167826,2023-09-04T07:31:53.77,/home/phys/astro8/MJArchive/octans/20230904/Darks-0005_120.fit,
dark-0001_5,B&C,5.0,2460136.8788291668,2023-07-11T09:05:30.84,/home/phys/astro8/MJArchive/octans/20230711/dark-0001_5.fit,
dark-0002_120,B&C,120.0,2460123.0477902777,2023-06-27T13:08:49.08,/home/phys/astro8/MJArchive/octans/20230627/dark-0002_120.fit,
Darks-0005_300,B&C,300.0,2460191.8102990743,2023-09-04T07:26:49.84,/home/phys/astro8/MJArchive/octans/20230904/Darks-0005_300.fit,
dark-0001_7,B&C,7.0,2460136.8786266204,2023-07-11T09:05:13.34,/home/phys/astro8/MJArchive/octans/20230711/dark-0001_7.fit,
dark-0003_180,B&C,180.0,2460123.0567508102,2023-06-27T13:21:43.27,/home/phys/astro8/MJArchive/octans/20230627/dark-0003_180.fit,
Darks-0001_20,B&C,20.0,2460191.792888773,2023-09-04T07:01:45.59,/home/phys/astro8/MJArchive/octans/20230904/Darks-0001_20.fit,
dark-0006_8,B&C,8.0,2460136.986248032,2023-07-11T11:40:11.83,/home/phys/astro8/MJArchive/octans/20230711/dark-0006_8.fit,
dark-0001_300,B&C,300.0,2460123.0366024305,2023-06-27T12:52:42.45,/home/phys/astro8/MJArchive/octans/20230627/dark-0001_300.fit,
dark-0003_10,B&C,10.0,2460136.8848591438,2023-07-11T09:14:11.83,/home/phys/astro8/MJArchive/octans/20230711/dark-0003_10.fit,
Darks-0004_300,B&C,300.0,2460191.8046827544,2023-09-04T07:18:44.59,/home/phys/astro8/MJArchive/octans/20230904/Darks-0004_300.fit,
dark-0001_05,B&C,0.5,2460136.880209375,2023-07-11T09:07:30.09,/home/phys/astro8/MJArchive/octans/20230711/dark-0001_05.fit,
